"Notes"	"Census Division"	"Census Division Code"	"Year"	"Year Code"	"Month"	"Month Code"	Deaths	Population	Crude Rate	Age Adjusted Rate	Age Adjusted Rate Lower 95% Confidence Interval	Age Adjusted Rate Upper 95% Confidence Interval	Age Adjusted Rate Standard Error
	"Division 3: East North Central"	"CENS-D3"	"2014"	"2014"	"Mar., 2014"	"2014/03"	8981	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Division 3: East North Central"	"CENS-D3"	"2014"	"2014"	"Apr., 2014"	"2014/04"	8284	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Division 3: East North Central"	"CENS-D3"	"2014"	"2014"	"May, 2014"	"2014/05"	8383	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Division 3: East North Central"	"CENS-D3"	"2014"	"2014"	"Jun., 2014"	"2014/06"	7724	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Division 3: East North Central"	"CENS-D3"	"2014"	"2014"	"Jul., 2014"	"2014/07"	7908	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Division 3: East North Central"	"CENS-D3"	"2014"	"2014"	"Aug., 2014"	"2014/08"	7647	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Division 3: East North Central"	"CENS-D3"	"2014"	"2014"	"Sep., 2014"	"2014/09"	7817	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Division 3: East North Central"	"CENS-D3"	"2014"	"2014"	"Oct., 2014"	"2014/10"	8307	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Division 3: East North Central"	"CENS-D3"	"2014"	"2014"	"Nov., 2014"	"2014/11"	8748	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Division 3: East North Central"	"CENS-D3"	"2014"	"2014"	"Dec., 2014"	"2014/12"	9875	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
"Total"	"Division 3: East North Central"	"CENS-D3"	"2014"	"2014"			101709	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Division 3: East North Central"	"CENS-D3"	"2015"	"2015"	"Jan., 2015"	"2015/01"	10374	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Division 3: East North Central"	"CENS-D3"	"2015"	"2015"	"Feb., 2015"	"2015/02"	8715	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Division 3: East North Central"	"CENS-D3"	"2015"	"2015"	"Mar., 2015"	"2015/03"	9552	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Division 3: East North Central"	"CENS-D3"	"2015"	"2015"	"Apr., 2015"	"2015/04"	8959	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Division 3: East North Central"	"CENS-D3"	"2015"	"2015"	"May, 2015"	"2015/05"	8504	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Division 3: East North Central"	"CENS-D3"	"2015"	"2015"	"Jun., 2015"	"2015/06"	7977	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Division 3: East North Central"	"CENS-D3"	"2015"	"2015"	"Jul., 2015"	"2015/07"	8272	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Division 3: East North Central"	"CENS-D3"	"2015"	"2015"	"Aug., 2015"	"2015/08"	7881	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Division 3: East North Central"	"CENS-D3"	"2015"	"2015"	"Sep., 2015"	"2015/09"	7958	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Division 3: East North Central"	"CENS-D3"	"2015"	"2015"	"Oct., 2015"	"2015/10"	8496	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Division 3: East North Central"	"CENS-D3"	"2015"	"2015"	"Nov., 2015"	"2015/11"	8344	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Division 3: East North Central"	"CENS-D3"	"2015"	"2015"	"Dec., 2015"	"2015/12"	8904	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
"Total"	"Division 3: East North Central"	"CENS-D3"	"2015"	"2015"			103936	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Division 3: East North Central"	"CENS-D3"	"2016"	"2016"	"Jan., 2016"	"2016/01"	9395	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Division 3: East North Central"	"CENS-D3"	"2016"	"2016"	"Feb., 2016"	"2016/02"	8845	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Division 3: East North Central"	"CENS-D3"	"2016"	"2016"	"Mar., 2016"	"2016/03"	9411	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Division 3: East North Central"	"CENS-D3"	"2016"	"2016"	"Apr., 2016"	"2016/04"	8628	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Division 3: East North Central"	"CENS-D3"	"2016"	"2016"	"May, 2016"	"2016/05"	8420	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Division 3: East North Central"	"CENS-D3"	"2016"	"2016"	"Jun., 2016"	"2016/06"	7956	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Division 3: East North Central"	"CENS-D3"	"2016"	"2016"	"Jul., 2016"	"2016/07"	7986	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Division 3: East North Central"	"CENS-D3"	"2016"	"2016"	"Aug., 2016"	"2016/08"	7944	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Division 3: East North Central"	"CENS-D3"	"2016"	"2016"	"Sep., 2016"	"2016/09"	7904	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Division 3: East North Central"	"CENS-D3"	"2016"	"2016"	"Oct., 2016"	"2016/10"	8583	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Division 3: East North Central"	"CENS-D3"	"2016"	"2016"	"Nov., 2016"	"2016/11"	8600	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Division 3: East North Central"	"CENS-D3"	"2016"	"2016"	"Dec., 2016"	"2016/12"	9533	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
"Total"	"Division 3: East North Central"	"CENS-D3"	"2016"	"2016"			103205	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Division 3: East North Central"	"CENS-D3"	"2017"	"2017"	"Jan., 2017"	"2017/01"	9875	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Division 3: East North Central"	"CENS-D3"	"2017"	"2017"	"Feb., 2017"	"2017/02"	9016	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Division 3: East North Central"	"CENS-D3"	"2017"	"2017"	"Mar., 2017"	"2017/03"	9566	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Division 3: East North Central"	"CENS-D3"	"2017"	"2017"	"Apr., 2017"	"2017/04"	8598	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Division 3: East North Central"	"CENS-D3"	"2017"	"2017"	"May, 2017"	"2017/05"	8540	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Division 3: East North Central"	"CENS-D3"	"2017"	"2017"	"Jun., 2017"	"2017/06"	8052	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Division 3: East North Central"	"CENS-D3"	"2017"	"2017"	"Jul., 2017"	"2017/07"	8043	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Division 3: East North Central"	"CENS-D3"	"2017"	"2017"	"Aug., 2017"	"2017/08"	8083	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Division 3: East North Central"	"CENS-D3"	"2017"	"2017"	"Sep., 2017"	"2017/09"	7977	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Division 3: East North Central"	"CENS-D3"	"2017"	"2017"	"Oct., 2017"	"2017/10"	8456	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Division 3: East North Central"	"CENS-D3"	"2017"	"2017"	"Nov., 2017"	"2017/11"	8614	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Division 3: East North Central"	"CENS-D3"	"2017"	"2017"	"Dec., 2017"	"2017/12"	10074	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
"Total"	"Division 3: East North Central"	"CENS-D3"	"2017"	"2017"			104894	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Division 3: East North Central"	"CENS-D3"	"2018"	"2018"	"Jan., 2018"	"2018/01"	10903	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Division 3: East North Central"	"CENS-D3"	"2018"	"2018"	"Feb., 2018"	"2018/02"	8921	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Division 3: East North Central"	"CENS-D3"	"2018"	"2018"	"Mar., 2018"	"2018/03"	9309	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Division 3: East North Central"	"CENS-D3"	"2018"	"2018"	"Apr., 2018"	"2018/04"	9234	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Division 3: East North Central"	"CENS-D3"	"2018"	"2018"	"May, 2018"	"2018/05"	8770	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Division 3: East North Central"	"CENS-D3"	"2018"	"2018"	"Jun., 2018"	"2018/06"	8169	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Division 3: East North Central"	"CENS-D3"	"2018"	"2018"	"Jul., 2018"	"2018/07"	8312	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Division 3: East North Central"	"CENS-D3"	"2018"	"2018"	"Aug., 2018"	"2018/08"	8084	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Division 3: East North Central"	"CENS-D3"	"2018"	"2018"	"Sep., 2018"	"2018/09"	8097	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Division 3: East North Central"	"CENS-D3"	"2018"	"2018"	"Oct., 2018"	"2018/10"	8736	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Division 3: East North Central"	"CENS-D3"	"2018"	"2018"	"Nov., 2018"	"2018/11"	8982	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Division 3: East North Central"	"CENS-D3"	"2018"	"2018"	"Dec., 2018"	"2018/12"	9405	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
"Total"	"Division 3: East North Central"	"CENS-D3"	"2018"	"2018"			106922	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Division 3: East North Central"	"CENS-D3"	"2019"	"2019"	"Jan., 2019"	"2019/01"	9894	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Division 3: East North Central"	"CENS-D3"	"2019"	"2019"	"Feb., 2019"	"2019/02"	8847	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Division 3: East North Central"	"CENS-D3"	"2019"	"2019"	"Mar., 2019"	"2019/03"	9541	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Division 3: East North Central"	"CENS-D3"	"2019"	"2019"	"Apr., 2019"	"2019/04"	8891	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Division 3: East North Central"	"CENS-D3"	"2019"	"2019"	"May, 2019"	"2019/05"	9065	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Division 3: East North Central"	"CENS-D3"	"2019"	"2019"	"Jun., 2019"	"2019/06"	8285	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Division 3: East North Central"	"CENS-D3"	"2019"	"2019"	"Jul., 2019"	"2019/07"	8459	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Division 3: East North Central"	"CENS-D3"	"2019"	"2019"	"Aug., 2019"	"2019/08"	8278	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Division 3: East North Central"	"CENS-D3"	"2019"	"2019"	"Sep., 2019"	"2019/09"	8095	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Division 3: East North Central"	"CENS-D3"	"2019"	"2019"	"Oct., 2019"	"2019/10"	8958	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Division 3: East North Central"	"CENS-D3"	"2019"	"2019"	"Nov., 2019"	"2019/11"	9168	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Division 3: East North Central"	"CENS-D3"	"2019"	"2019"	"Dec., 2019"	"2019/12"	9712	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
"Total"	"Division 3: East North Central"	"CENS-D3"	"2019"	"2019"			107193	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Division 3: East North Central"	"CENS-D3"	"2020 "	"2020"	"Jan., 2020 "	"2020/01"	9780	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Division 3: East North Central"	"CENS-D3"	"2020 "	"2020"	"Feb., 2020 "	"2020/02"	9289	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Division 3: East North Central"	"CENS-D3"	"2020 "	"2020"	"Mar., 2020 "	"2020/03"	9824	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Division 3: East North Central"	"CENS-D3"	"2020 "	"2020"	"Apr., 2020 "	"2020/04"	9750	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Division 3: East North Central"	"CENS-D3"	"2020 "	"2020"	"May, 2020 "	"2020/05"	9163	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Division 3: East North Central"	"CENS-D3"	"2020 "	"2020"	"Jun., 2020 "	"2020/06"	8626	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Division 3: East North Central"	"CENS-D3"	"2020 "	"2020"	"Jul., 2020 "	"2020/07"	8886	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Division 3: East North Central"	"CENS-D3"	"2020 "	"2020"	"Aug., 2020 "	"2020/08"	9057	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Division 3: East North Central"	"CENS-D3"	"2020 "	"2020"	"Sep., 2020 "	"2020/09"	8667	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Division 3: East North Central"	"CENS-D3"	"2020 "	"2020"	"Oct., 2020 "	"2020/10"	9367	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Division 3: East North Central"	"CENS-D3"	"2020 "	"2020"	"Nov., 2020 "	"2020/11"	9891	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Division 3: East North Central"	"CENS-D3"	"2020 "	"2020"	"Dec., 2020 "	"2020/12"	10644	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
"Total"	"Division 3: East North Central"	"CENS-D3"	"2020 "	"2020"			112944	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
"Total"	"Division 3: East North Central"	"CENS-D3"					2361139	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Division 4: West North Central"	"CENS-D4"	"1999"	"1999"	"Jan., 1999"	"1999/01"	4965	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Division 4: West North Central"	"CENS-D4"	"1999"	"1999"	"Feb., 1999"	"1999/02"	4359	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Division 4: West North Central"	"CENS-D4"	"1999"	"1999"	"Mar., 1999"	"1999/03"	4967	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Division 4: West North Central"	"CENS-D4"	"1999"	"1999"	"Apr., 1999"	"1999/04"	4209	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Division 4: West North Central"	"CENS-D4"	"1999"	"1999"	"May, 1999"	"1999/05"	4149	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Division 4: West North Central"	"CENS-D4"	"1999"	"1999"	"Jun., 1999"	"1999/06"	3778	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Division 4: West North Central"	"CENS-D4"	"1999"	"1999"	"Jul., 1999"	"1999/07"	4061	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Division 4: West North Central"	"CENS-D4"	"1999"	"1999"	"Aug., 1999"	"1999/08"	3901	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Division 4: West North Central"	"CENS-D4"	"1999"	"1999"	"Sep., 1999"	"1999/09"	3777	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Division 4: West North Central"	"CENS-D4"	"1999"	"1999"	"Oct., 1999"	"1999/10"	4188	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Division 4: West North Central"	"CENS-D4"	"1999"	"1999"	"Nov., 1999"	"1999/11"	4103	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Division 4: West North Central"	"CENS-D4"	"1999"	"1999"	"Dec., 1999"	"1999/12"	5078	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
"Total"	"Division 4: West North Central"	"CENS-D4"	"1999"	"1999"			51535	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Division 4: West North Central"	"CENS-D4"	"2000"	"2000"	"Jan., 2000"	"2000/01"	5299	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Division 4: West North Central"	"CENS-D4"	"2000"	"2000"	"Feb., 2000"	"2000/02"	4265	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Division 4: West North Central"	"CENS-D4"	"2000"	"2000"	"Mar., 2000"	"2000/03"	4332	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Division 4: West North Central"	"CENS-D4"	"2000"	"2000"	"Apr., 2000"	"2000/04"	3944	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Division 4: West North Central"	"CENS-D4"	"2000"	"2000"	"May, 2000"	"2000/05"	3847	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Division 4: West North Central"	"CENS-D4"	"2000"	"2000"	"Jun., 2000"	"2000/06"	3570	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Division 4: West North Central"	"CENS-D4"	"2000"	"2000"	"Jul., 2000"	"2000/07"	3844	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Division 4: West North Central"	"CENS-D4"	"2000"	"2000"	"Aug., 2000"	"2000/08"	3691	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Division 4: West North Central"	"CENS-D4"	"2000"	"2000"	"Sep., 2000"	"2000/09"	3894	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Division 4: West North Central"	"CENS-D4"	"2000"	"2000"	"Oct., 2000"	"2000/10"	4024	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Division 4: West North Central"	"CENS-D4"	"2000"	"2000"	"Nov., 2000"	"2000/11"	4125	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Division 4: West North Central"	"CENS-D4"	"2000"	"2000"	"Dec., 2000"	"2000/12"	4756	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
"Total"	"Division 4: West North Central"	"CENS-D4"	"2000"	"2000"			49591	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Division 4: West North Central"	"CENS-D4"	"2001"	"2001"	"Jan., 2001"	"2001/01"	4634	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Division 4: West North Central"	"CENS-D4"	"2001"	"2001"	"Feb., 2001"	"2001/02"	3982	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Division 4: West North Central"	"CENS-D4"	"2001"	"2001"	"Mar., 2001"	"2001/03"	4446	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Division 4: West North Central"	"CENS-D4"	"2001"	"2001"	"Apr., 2001"	"2001/04"	4027	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Division 4: West North Central"	"CENS-D4"	"2001"	"2001"	"May, 2001"	"2001/05"	4026	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Division 4: West North Central"	"CENS-D4"	"2001"	"2001"	"Jun., 2001"	"2001/06"	3832	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Division 4: West North Central"	"CENS-D4"	"2001"	"2001"	"Jul., 2001"	"2001/07"	3836	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Division 4: West North Central"	"CENS-D4"	"2001"	"2001"	"Aug., 2001"	"2001/08"	3637	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Division 4: West North Central"	"CENS-D4"	"2001"	"2001"	"Sep., 2001"	"2001/09"	3741	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Division 4: West North Central"	"CENS-D4"	"2001"	"2001"	"Oct., 2001"	"2001/10"	3951	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Division 4: West North Central"	"CENS-D4"	"2001"	"2001"	"Nov., 2001"	"2001/11"	3837	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Division 4: West North Central"	"CENS-D4"	"2001"	"2001"	"Dec., 2001"	"2001/12"	4245	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
"Total"	"Division 4: West North Central"	"CENS-D4"	"2001"	"2001"			48194	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Division 4: West North Central"	"CENS-D4"	"2002"	"2002"	"Jan., 2002"	"2002/01"	4585	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Division 4: West North Central"	"CENS-D4"	"2002"	"2002"	"Feb., 2002"	"2002/02"	4228	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Division 4: West North Central"	"CENS-D4"	"2002"	"2002"	"Mar., 2002"	"2002/03"	4572	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Division 4: West North Central"	"CENS-D4"	"2002"	"2002"	"Apr., 2002"	"2002/04"	3857	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Division 4: West North Central"	"CENS-D4"	"2002"	"2002"	"May, 2002"	"2002/05"	3898	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Division 4: West North Central"	"CENS-D4"	"2002"	"2002"	"Jun., 2002"	"2002/06"	3708	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Division 4: West North Central"	"CENS-D4"	"2002"	"2002"	"Jul., 2002"	"2002/07"	3697	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Division 4: West North Central"	"CENS-D4"	"2002"	"2002"	"Aug., 2002"	"2002/08"	3576	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Division 4: West North Central"	"CENS-D4"	"2002"	"2002"	"Sep., 2002"	"2002/09"	3588	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Division 4: West North Central"	"CENS-D4"	"2002"	"2002"	"Oct., 2002"	"2002/10"	3919	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Division 4: West North Central"	"CENS-D4"	"2002"	"2002"	"Nov., 2002"	"2002/11"	3988	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Division 4: West North Central"	"CENS-D4"	"2002"	"2002"	"Dec., 2002"	"2002/12"	4357	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
"Total"	"Division 4: West North Central"	"CENS-D4"	"2002"	"2002"			47973	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Division 4: West North Central"	"CENS-D4"	"2003"	"2003"	"Jan., 2003"	"2003/01"	4336	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Division 4: West North Central"	"CENS-D4"	"2003"	"2003"	"Feb., 2003"	"2003/02"	3847	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Division 4: West North Central"	"CENS-D4"	"2003"	"2003"	"Mar., 2003"	"2003/03"	4225	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Division 4: West North Central"	"CENS-D4"	"2003"	"2003"	"Apr., 2003"	"2003/04"	3796	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Division 4: West North Central"	"CENS-D4"	"2003"	"2003"	"May, 2003"	"2003/05"	3827	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Division 4: West North Central"	"CENS-D4"	"2003"	"2003"	"Jun., 2003"	"2003/06"	3574	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Division 4: West North Central"	"CENS-D4"	"2003"	"2003"	"Jul., 2003"	"2003/07"	3599	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
