"Notes"	"Census Division"	"Census Division Code"	"Year"	"Year Code"	"Month"	"Month Code"	Deaths	Population	Crude Rate	Age Adjusted Rate	Age Adjusted Rate Lower 95% Confidence Interval	Age Adjusted Rate Upper 95% Confidence Interval	Age Adjusted Rate Standard Error
	"Division 9: Pacific"	"CENS-D9"	"2007"	"2007"	"Jul., 2007"	"2007/07"	6210	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Division 9: Pacific"	"CENS-D9"	"2007"	"2007"	"Aug., 2007"	"2007/08"	6247	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Division 9: Pacific"	"CENS-D9"	"2007"	"2007"	"Sep., 2007"	"2007/09"	6162	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Division 9: Pacific"	"CENS-D9"	"2007"	"2007"	"Oct., 2007"	"2007/10"	6658	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Division 9: Pacific"	"CENS-D9"	"2007"	"2007"	"Nov., 2007"	"2007/11"	6643	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Division 9: Pacific"	"CENS-D9"	"2007"	"2007"	"Dec., 2007"	"2007/12"	7645	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
"Total"	"Division 9: Pacific"	"CENS-D9"	"2007"	"2007"			82222	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Division 9: Pacific"	"CENS-D9"	"2008"	"2008"	"Jan., 2008"	"2008/01"	7958	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Division 9: Pacific"	"CENS-D9"	"2008"	"2008"	"Feb., 2008"	"2008/02"	7805	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Division 9: Pacific"	"CENS-D9"	"2008"	"2008"	"Mar., 2008"	"2008/03"	7893	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Division 9: Pacific"	"CENS-D9"	"2008"	"2008"	"Apr., 2008"	"2008/04"	6830	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Division 9: Pacific"	"CENS-D9"	"2008"	"2008"	"May, 2008"	"2008/05"	6551	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Division 9: Pacific"	"CENS-D9"	"2008"	"2008"	"Jun., 2008"	"2008/06"	6224	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Division 9: Pacific"	"CENS-D9"	"2008"	"2008"	"Jul., 2008"	"2008/07"	6148	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Division 9: Pacific"	"CENS-D9"	"2008"	"2008"	"Aug., 2008"	"2008/08"	5961	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Division 9: Pacific"	"CENS-D9"	"2008"	"2008"	"Sep., 2008"	"2008/09"	5842	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Division 9: Pacific"	"CENS-D9"	"2008"	"2008"	"Oct., 2008"	"2008/10"	6465	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Division 9: Pacific"	"CENS-D9"	"2008"	"2008"	"Nov., 2008"	"2008/11"	6313	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Division 9: Pacific"	"CENS-D9"	"2008"	"2008"	"Dec., 2008"	"2008/12"	7101	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
"Total"	"Division 9: Pacific"	"CENS-D9"	"2008"	"2008"			81091	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Division 9: Pacific"	"CENS-D9"	"2009"	"2009"	"Jan., 2009"	"2009/01"	7271	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Division 9: Pacific"	"CENS-D9"	"2009"	"2009"	"Feb., 2009"	"2009/02"	6680	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Division 9: Pacific"	"CENS-D9"	"2009"	"2009"	"Mar., 2009"	"2009/03"	7211	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Division 9: Pacific"	"CENS-D9"	"2009"	"2009"	"Apr., 2009"	"2009/04"	6811	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Division 9: Pacific"	"CENS-D9"	"2009"	"2009"	"May, 2009"	"2009/05"	6532	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Division 9: Pacific"	"CENS-D9"	"2009"	"2009"	"Jun., 2009"	"2009/06"	6181	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Division 9: Pacific"	"CENS-D9"	"2009"	"2009"	"Jul., 2009"	"2009/07"	6351	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Division 9: Pacific"	"CENS-D9"	"2009"	"2009"	"Aug., 2009"	"2009/08"	5969	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Division 9: Pacific"	"CENS-D9"	"2009"	"2009"	"Sep., 2009"	"2009/09"	5855	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Division 9: Pacific"	"CENS-D9"	"2009"	"2009"	"Oct., 2009"	"2009/10"	6409	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Division 9: Pacific"	"CENS-D9"	"2009"	"2009"	"Nov., 2009"	"2009/11"	6468	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Division 9: Pacific"	"CENS-D9"	"2009"	"2009"	"Dec., 2009"	"2009/12"	7368	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
"Total"	"Division 9: Pacific"	"CENS-D9"	"2009"	"2009"			79106	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Division 9: Pacific"	"CENS-D9"	"2010"	"2010"	"Jan., 2010"	"2010/01"	7142	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Division 9: Pacific"	"CENS-D9"	"2010"	"2010"	"Feb., 2010"	"2010/02"	6470	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Division 9: Pacific"	"CENS-D9"	"2010"	"2010"	"Mar., 2010"	"2010/03"	7137	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Division 9: Pacific"	"CENS-D9"	"2010"	"2010"	"Apr., 2010"	"2010/04"	6563	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Division 9: Pacific"	"CENS-D9"	"2010"	"2010"	"May, 2010"	"2010/05"	6610	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Division 9: Pacific"	"CENS-D9"	"2010"	"2010"	"Jun., 2010"	"2010/06"	6064	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Division 9: Pacific"	"CENS-D9"	"2010"	"2010"	"Jul., 2010"	"2010/07"	6245	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Division 9: Pacific"	"CENS-D9"	"2010"	"2010"	"Aug., 2010"	"2010/08"	6039	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Division 9: Pacific"	"CENS-D9"	"2010"	"2010"	"Sep., 2010"	"2010/09"	6003	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Division 9: Pacific"	"CENS-D9"	"2010"	"2010"	"Oct., 2010"	"2010/10"	6395	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Division 9: Pacific"	"CENS-D9"	"2010"	"2010"	"Nov., 2010"	"2010/11"	6593	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Division 9: Pacific"	"CENS-D9"	"2010"	"2010"	"Dec., 2010"	"2010/12"	7126	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
"Total"	"Division 9: Pacific"	"CENS-D9"	"2010"	"2010"			78387	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Division 9: Pacific"	"CENS-D9"	"2011"	"2011"	"Jan., 2011"	"2011/01"	7505	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
